sign_id,lat_sign,long_sign,alt_sign,index,lidar_lat,lidar_long,lidar_alt,retro,mutcd_code,count,car_lat,car_long,car_alt,overhead,alt_diff,x_cart,y_cart,z_cart,frame
1977,33.81111584,-84.25136055,311.2318267,129763,33.811094396,-84.251357594,313.4782,0.749,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.37331376975,-195.56304585128,-113.251207635318,6557
1977,33.81111584,-84.25136055,311.2318267,129764,33.811094592,-84.251356976,313.4753,0.776,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.39505301827,-195.505822637543,-113.24830361597,6557
1977,33.81111584,-84.25136055,311.2318267,129765,33.811094771,-84.251356363,313.4667,0.784,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.41490504797,-195.449062253291,-113.239700081263,6557
1977,33.81111584,-84.25136055,311.2318267,129766,33.811094569,-84.25135588,313.7532,0.729,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.39257345944,-195.40434890186,-113.526207390932,6557
1977,33.81111584,-84.25136055,311.2318267,129767,33.811095026,-84.251355724,313.461,0.788,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.4431880553,-195.389894359618,-113.23399438369,6557
1977,33.81111584,-84.25136055,311.2318267,129768,33.811094687,-84.251355289,313.7487,0.761,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.40566022935,-195.349625833876,-113.521705590065,6557
1977,33.81111584,-84.25136055,311.2318267,129769,33.811095058,-84.251355163,313.458,0.788,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.44673577719,-195.337949335615,-113.230995029579,6557
1977,33.81111584,-84.25136055,311.2318267,129770,33.81109504,-84.251355174,313.1677,0.714,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.44466208136,-195.338959021952,-112.940695539313,6557
1977,33.81111584,-84.25136055,311.2318267,129771,33.811095108,-84.251354592,313.7382,0.784,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.45235531421,-195.285086999631,-113.511195165339,6557
1977,33.81111584,-84.25136055,311.2318267,129772,33.811095211,-84.25135456,313.4494,0.788,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.46370379077,-195.282114945705,-113.222392233326,6557
1977,33.81111584,-84.25136055,311.2318267,129773,33.8110954,-84.251354498,313.161,0.757,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.48459181859,-195.276364910315,-112.933986853439,6557
1977,33.81111584,-84.25136055,311.2318267,129774,33.811095209,-84.251354007,313.7308,0.788,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.4635556089,-195.230919442642,-113.503793847444,6557
1977,33.81111584,-84.25136055,311.2318267,129775,33.811095424,-84.251353936,313.4437,0.769,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.48732800137,-195.224336048894,-113.216687726849,6557
1977,33.81111584,-84.25136055,311.2318267,129776,33.811095768,-84.251353819,313.1572,0.784,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.52540971679,-195.213493088549,-112.930177938266,6557
1977,33.81111584,-84.25136055,311.2318267,129777,33.811095388,-84.251353395,313.7262,0.765,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.48340870508,-195.174251773685,-113.499190309213,6557
1977,33.81111584,-84.25136055,311.2318267,129778,33.811095508,-84.251353358,313.4407,0.686,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.496643763,-195.170816820635,-113.213686889701,6557
1977,33.81111584,-84.25136055,311.2318267,129779,33.811095774,-84.251353268,313.1556,0.792,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.52607379447,-195.162474103511,-112.928579320745,6557
1977,33.81111584,-84.25136055,311.2318267,129780,33.811095428,-84.251352829,314.0002,0.741,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-2,1687.48791736149,-195.121852228264,-113.773190723459,6557
1977,33.81111584,-84.25136055,311.2318267,129781,33.811095927,-84.251352665,313.1487,0.776,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.54304225853,-195.106639767828,-112.921676520578,6557
1977,33.81111584,-84.25136055,311.2318267,129782,33.811096158,-84.251352588,312.8657,0.702,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.56859051502,-195.099500910603,-112.638669944644,6557
1977,33.81111584,-84.25136055,311.2318267,129783,33.811095424,-84.251352281,313.9914,0.769,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.48747028905,-195.071110819113,-113.764392392343,6557
1977,33.81111584,-84.25136055,311.2318267,129784,33.811095968,-84.251352098,313.4263,0.749,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.54766279776,-195.054147739699,-113.199276908585,6557
1977,33.81111584,-84.25136055,311.2318267,129785,33.811096027,-84.251352081,313.1444,0.749,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.55413245572,-195.052564907571,-112.917375227829,6557
1977,33.81111584,-84.25136055,311.2318267,129786,33.811096085,-84.251352064,312.8626,0.757,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.56049121557,-195.050982080804,-112.635573577446,6557
1977,33.81111584,-84.25136055,311.2318267,129787,33.811095811,-84.251351597,313.9846,0.773,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.53039495274,-195.007775887749,-113.757582929433,6557
1977,33.81111584,-84.25136055,311.2318267,129788,33.811096112,-84.251351498,313.4233,0.784,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.56363398466,-194.998591322918,-113.196274363738,6557
1977,33.81111584,-84.25136055,311.2318267,129789,33.811096153,-84.251351487,313.143,0.773,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.56810743908,-194.997564141963,-112.915973197514,6557
1977,33.81111584,-84.25136055,311.2318267,129790,33.811096427,-84.251351395,312.8634,0.78,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.59842631779,-194.989036397062,-112.636365397405,6557
1977,33.81111584,-84.25136055,311.2318267,129791,33.811096085,-84.251350953,313.9725,0.773,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.56078382151,-194.948144786835,-113.74547668068,6557
1977,33.81111584,-84.25136055,311.2318267,129792,33.811096335,-84.251350868,313.6933,0.745,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.58844063755,-194.940265262491,-113.466269567381,6557
1977,33.81111584,-84.25136055,311.2318267,129793,33.811096524,-84.251350805,313.4148,0.78,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.60933128755,-194.934422950639,-113.187764189399,6557
1977,33.81111584,-84.25136055,311.2318267,129794,33.811096514,-84.251350812,313.1364,0.773,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.60814813105,-194.935062626506,-112.909364474113,6557
1977,33.81111584,-84.25136055,311.2318267,129795,33.811096744,-84.251350735,312.8585,0.796,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.633586814,-194.927923935434,-112.631457926629,6557
1977,33.81111584,-84.25136055,311.2318267,129796,33.811096222,-84.25135031,314.2409,0.643,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-2,1687.57605052323,-194.888615152417,-114.013874453298,6557
1977,33.81111584,-84.25136055,311.2318267,129797,33.811096292,-84.251350288,313.9633,0.757,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.58374148132,-194.886569466198,-113.736272463332,6557
1977,33.81111584,-84.25136055,311.2318267,129798,33.811096397,-84.251350255,313.686,0.769,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.59531485473,-194.88350518564,-113.458969474704,6557
1977,33.81111584,-84.25136055,311.2318267,129799,33.811096569,-84.251350198,313.409,0.749,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.61432019905,-194.878218519621,-113.181964579584,6557
1977,33.81111584,-84.25136055,311.2318267,129800,33.811096574,-84.251350198,313.1322,0.765,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.61480132142,-194.878210060071,-112.905164442321,6557
1977,33.81111584,-84.25136055,311.2318267,129801,33.811096968,-84.251350063,312.8563,0.788,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.65843203211,-194.865700648409,-112.62925322833,6557
1977,33.81111584,-84.25136055,311.2318267,129802,33.811096372,-84.25134955,314.2328,0.725,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-2,1687.59268560361,-194.818243624747,-114.005772184147,6557
1977,33.81111584,-84.25136055,311.2318267,129803,33.811096409,-84.25134954,313.9571,0.757,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.59671658216,-194.817309195955,-113.730071132648,6557
1977,33.81111584,-84.25136055,311.2318267,129804,33.811096426,-84.251349537,313.6816,0.737,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.59852913705,-194.817022970305,-113.45457065014,6557
1977,33.81111584,-84.25136055,311.2318267,129805,33.811096607,-84.251349476,313.4062,0.729,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.61853321839,-194.811365964372,-113.17916550097,6557
1977,33.81111584,-84.25136055,311.2318267,129806,33.811096648,-84.251349464,313.1311,0.737,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.62300804955,-194.810246358894,-112.904064336523,6557
1977,33.81111584,-84.25136055,311.2318267,129807,33.811096947,-84.251349362,312.8566,0.765,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.65610137128,-194.800792786616,-112.6295558266,6557
1977,33.81111584,-84.25136055,311.2318267,129808,33.811096469,-84.251348809,314.2195,0.639,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-2,1687.60344034256,-194.749631332238,-113.992471420509,6557
1977,33.81111584,-84.25136055,311.2318267,129809,33.811096481,-84.251348808,313.9456,0.761,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.60469870554,-194.749530358375,-113.718571080495,6557
1977,33.81111584,-84.25136055,311.2318267,129810,33.811096637,-84.251348755,313.6716,0.753,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.62193006247,-194.744614199808,-113.444566643867,6557
1977,33.81111584,-84.25136055,311.2318267,129811,33.811096698,-84.251348737,313.3981,0.773,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.62862379479,-194.742939040527,-113.171064909044,6557
1977,33.81111584,-84.25136055,311.2318267,129812,33.811096739,-84.251348724,313.1246,0.765,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.63309904769,-194.741726891993,-112.897563747409,6557
1977,33.81111584,-84.25136055,311.2318267,129813,33.811097038,-84.251348622,312.8519,0.776,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.66619284808,-194.732273379039,-112.624855237741,6557
1977,33.81111584,-84.25136055,311.2318267,129814,33.811096483,-84.2513481,313.937,0.757,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.60491693225,-194.68397400762,-113.709973020675,6557
1977,33.81111584,-84.25136055,311.2318267,129815,33.811096295,-84.251348168,313.665,0.706,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.58399103813,-194.690262487209,-113.437978375927,6557
1977,33.81111584,-84.25136055,311.2318267,129816,33.811096624,-84.251348055,313.3927,0.769,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.62041266293,-194.679790392294,-113.165669013689,6557
1977,33.81111584,-84.25136055,311.2318267,129817,33.811096942,-84.251347945,313.1212,0.765,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.65561433323,-194.669596128852,-112.894159967678,6557
1977,33.81111584,-84.25136055,311.2318267,129818,33.811097138,-84.251347879,312.85,0.769,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.67728338294,-194.663476256623,-112.622954390712,6557
1977,33.81111584,-84.25136055,311.2318267,129819,33.811096764,-84.251347294,313.9306,0.761,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.63608348185,-194.609342946373,-113.703567018214,6557
1977,33.81111584,-84.25136055,311.2318267,129820,33.811096801,-84.251347285,313.3901,0.686,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.64004414422,-194.608493048585,-113.163065974821,6557
1977,33.81111584,-84.25136055,311.2318267,129821,33.811096973,-84.251347227,313.1201,0.671,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.65905134276,-194.603114017251,-112.893061080964,6557
1977,33.81111584,-84.25136055,311.2318267,129822,33.811097221,-84.251347143,312.8507,0.753,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.68648890569,-194.595327406023,-112.623654024752,6557
1977,33.81111584,-84.25136055,311.2318267,129823,33.811096681,-84.251346617,313.9197,0.745,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.6268725782,-194.546657112212,-113.692671376809,6557
1977,33.81111584,-84.25136055,311.2318267,129824,33.811097192,-84.251346446,312.846,0.729,W4-3,81,33.81115918,-84.25124577,312.5,Ground,0,1687.68326953277,-194.530789783895,-112.618956845026,6557
1977,33.81111584,-84.25136055,311.2318267,129825,33.81109696,-84.251345813,313.9107,0.725,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.65781659316,-194.472211164787,-113.683665425696,6557
1977,33.81111584,-84.25136055,311.2318267,129826,33.811097286,-84.251345702,313.3772,0.753,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.6938360848,-194.461916317774,-113.150156156456,6557
1977,33.81111584,-84.25136055,311.2318267,129827,33.811097398,-84.251345665,313.1109,0.749,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.70618883593,-194.458482001994,-112.883852970439,6557
1977,33.81111584,-84.25136055,311.2318267,129828,33.81109721,-84.25134502,313.6396,0.733,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.6854742194,-194.398775829262,-113.41256030857,6557
1977,33.81111584,-84.25136055,311.2318267,129829,33.811097247,-84.251345009,313.3747,0.765,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.68950805966,-194.397749152754,-113.147659258793,6557
1977,33.81111584,-84.25136055,311.2318267,129830,33.811097403,-84.251344956,313.11,0.773,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.70674188208,-194.392833295895,-112.882954823322,6557
1977,33.81111584,-84.25136055,311.2318267,129831,33.811097206,-84.251344316,313.6304,0.753,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.68502674938,-194.333589851945,-113.403362411542,6557
1977,33.81111584,-84.25136055,311.2318267,129832,33.811097322,-84.251344277,313.3671,0.753,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.69782399201,-194.329970436113,-113.140059113294,6557
1977,33.81111584,-84.25136055,311.2318267,129833,33.811097243,-84.251344305,313.1037,0.757,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.68899106938,-194.332555211276,-112.876661370802,6557
1977,33.81111584,-84.25136055,311.2318267,129834,33.811019708,-84.251371446,310.4801,0.694,W4-3,81,33.81115918,-84.25124577,312.5,Ground,2,1679.08782310924,-196.845727329894,-110.255262497756,6557
1977,33.81111584,-84.25136055,311.2318267,129835,33.811097417,-84.251343536,313.6237,0.749,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.70842855815,-194.261366372551,-113.396658394266,6557
1977,33.81111584,-84.25136055,311.2318267,129836,33.811097404,-84.251343542,313.3622,0.769,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.7069171107,-194.26191400489,-113.135158771197,6557
1977,33.81111584,-84.25136055,311.2318267,129837,33.81109743,-84.251343534,313.1007,0.725,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.7097316878,-194.261165243712,-112.873658036582,6557
1977,33.81111584,-84.25136055,311.2318267,129838,33.811017488,-84.251371509,310.4636,0.714,W4-3,81,33.81115918,-84.25124577,312.5,Ground,2,1678.84156672163,-196.851565286237,-110.23882737207,6557
1977,33.81111584,-84.25136055,311.2318267,129839,33.811097509,-84.251342798,313.6197,0.722,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.71863115367,-194.193032163425,-113.392657762718,6557
1977,33.81111584,-84.25136055,311.2318267,129840,33.811097589,-84.251342771,313.3599,0.757,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.72743606719,-194.190524060541,-113.132855493216,6557
1977,33.81111584,-84.25136055,311.2318267,129841,33.811015178,-84.251371602,310.4497,0.627,W4-3,81,33.81115918,-84.25124577,312.5,Ground,2,1678.58532788159,-196.860181332665,-110.224994787194,6557
1977,33.81111584,-84.25136055,311.2318267,129842,33.811097785,-84.251341997,313.3526,0.761,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.74917386118,-194.118856160668,-113.125551898077,6557
1977,33.81111584,-84.25136055,311.2318267,129843,33.811098152,-84.251341163,313.3481,0.749,W4-3,81,33.81115918,-84.25124577,312.5,Ground,-1,1687.78988036475,-194.041632360347,-113.121043436116,6557
