SignId,Id,X,Y,Z,Retro,UTC,
1,37456,33.7872584,-84.4055621,244.938,43690.00,66090.34963,
1,37457,33.7872583,-84.4055620,244.848,47545.00,66090.34966,
1,37458,33.7872582,-84.4055617,244.759,48830.00,66090.34970,
1,37459,33.7872581,-84.4055615,244.672,49344.00,66090.34973,
1,37520,33.7872580,-84.4055621,245.047,49087.00,66090.36291,
1,37521,33.7872580,-84.4055620,244.957,49344.00,66090.36294,
1,37522,33.7872579,-84.4055618,244.868,49087.00,66090.36298,
1,37523,33.7872578,-84.4055617,244.780,49858.00,66090.36301,
1,37524,33.7872578,-84.4055615,244.691,49344.00,66090.36304,
1,37525,33.7872577,-84.4055613,244.604,49087.00,66090.36307,
1,37588,33.7872577,-84.4055621,245.063,49087.00,66090.37623,
1,37589,33.7872576,-84.4055619,244.976,49087.00,66090.37626,
1,37590,33.7872575,-84.4055618,244.888,49087.00,66090.37629,
1,37591,33.7872574,-84.4055615,244.802,49344.00,66090.37633,
1,37592,33.7872574,-84.4055615,244.712,49344.00,66090.37636,
1,37593,33.7872573,-84.4055613,244.626,49344.00,66090.37639,
1,37594,33.7872572,-84.4055612,244.538,46260.00,66090.37642,
1,37656,33.7872573,-84.4055622,245.078,50115.00,66090.38954,
1,37657,33.7872572,-84.4055620,244.992,49601.00,66090.38957,
1,37658,33.7872572,-84.4055619,244.904,48830.00,66090.38960,
1,37659,33.7872571,-84.4055617,244.819,49344.00,66090.38964,
1,37660,33.7872570,-84.4055614,244.735,49344.00,66090.38967,
1,37661,33.7872569,-84.4055612,244.651,49087.00,66090.38970,
1,37662,33.7872568,-84.4055610,244.565,49344.00,66090.38973,
1,37725,33.7872570,-84.4055622,245.179,46003.00,66090.40282,
1,37726,33.7872569,-84.4055621,245.094,49087.00,66090.40285,
1,37727,33.7872568,-84.4055619,245.009,49344.00,66090.40288,
1,37728,33.7872568,-84.4055618,244.924,49344.00,66090.40291,
1,37729,33.7872567,-84.4055617,244.837,49344.00,66090.40295,
1,37730,33.7872566,-84.4055614,244.756,49087.00,66090.40298,
1,37731,33.7872565,-84.4055613,244.670,48830.00,66090.40301,
1,37732,33.7872565,-84.4055612,244.584,49087.00,66090.40305,
1,37733,33.7872564,-84.4055609,244.502,49344.00,66090.40308,
1,37791,33.7872566,-84.4055622,245.194,49087.00,66090.41613,
1,37792,33.7872565,-84.4055620,245.112,49601.00,66090.41616,
1,37793,33.7872565,-84.4055619,245.027,49344.00,66090.41620,
1,37794,33.7872565,-84.4055619,244.940,49344.00,66090.41623,
1,37795,33.7872563,-84.4055616,244.860,49087.00,66090.41626,
1,37796,33.7872563,-84.4055615,244.775,48830.00,66090.41630,
1,37797,33.7872562,-84.4055612,244.693,49344.00,66090.41633,
1,37798,33.7872561,-84.4055612,244.607,49344.00,66090.41636,
1,37799,33.7872560,-84.4055610,244.525,49344.00,66090.41639,
1,37800,33.7872560,-84.4055609,244.439,49344.00,66090.41643,
1,37856,33.7872562,-84.4055621,245.212,49344.00,66090.42944,
1,37857,33.7872562,-84.4055622,245.127,49601.00,66090.42948,
1,37858,33.7872561,-84.4055618,245.047,49087.00,66090.42951,
1,37859,33.7872560,-84.4055617,244.964,49344.00,66090.42954,
1,37860,33.7872560,-84.4055616,244.880,49087.00,66090.42958,
1,37861,33.7872559,-84.4055613,244.801,49344.00,66090.42961,
1,37862,33.7872558,-84.4055613,244.716,48830.00,66090.42964,
1,37863,33.7872557,-84.4055611,244.634,49087.00,66090.42967,
1,37864,33.7872556,-84.4055609,244.553,49087.00,66090.42971,
1,37865,33.7872556,-84.4055609,244.468,49087.00,66090.42974,
1,37922,33.7872559,-84.4055622,245.226,49344.00,66090.44275,
1,37923,33.7872558,-84.4055619,245.146,48830.00,66090.44279,
1,37924,33.7872557,-84.4055618,245.064,49601.00,66090.44282,
1,37925,33.7872556,-84.4055617,244.983,49087.00,66090.44285,
1,37926,33.7872556,-84.4055617,244.897,49087.00,66090.44289,
1,37927,33.7872555,-84.4055615,244.818,49344.00,66090.44292,
1,37928,33.7872554,-84.4055613,244.738,49344.00,66090.44295,
1,37929,33.7872554,-84.4055612,244.656,49087.00,66090.44298,
1,37930,33.7872554,-84.4055611,244.572,49601.00,66090.44302,
1,37931,33.7872552,-84.4055607,244.495,48830.00,66090.44305,
1,37932,33.7872552,-84.4055608,244.410,49087.00,66090.44308,
1,37986,33.7872554,-84.4055619,245.244,49344.00,66090.45607,
1,37987,33.7872554,-84.4055620,245.160,49344.00,66090.45610,
1,37988,33.7872554,-84.4055619,245.079,49344.00,66090.45613,
1,37989,33.7872553,-84.4055617,245.000,49344.00,66090.45617,
1,37990,33.7872552,-84.4055616,244.920,49344.00,66090.45620,
1,37991,33.7872552,-84.4055615,244.838,48830.00,66090.45623,
1,37992,33.7872551,-84.4055613,244.758,48830.00,66090.45626,
1,37993,33.7872550,-84.4055611,244.679,49344.00,66090.45630,
1,37994,33.7872550,-84.4055610,244.598,49087.00,66090.45633,
1,37995,33.7872548,-84.4055607,244.521,49344.00,66090.45636,
1,37996,33.7872548,-84.4055607,244.439,49087.00,66090.45640,
1,38049,33.7872551,-84.4055621,245.257,49858.00,66090.46938,
1,38050,33.7872550,-84.4055620,245.178,49087.00,66090.46941,
1,38051,33.7872550,-84.4055619,245.098,49601.00,66090.46944,
1,38052,33.7872549,-84.4055617,245.019,49087.00,66090.46948,
1,38053,33.7872548,-84.4055615,244.941,49344.00,66090.46951,
1,38054,33.7872547,-84.4055614,244.863,48830.00,66090.46954,
1,38055,33.7872547,-84.4055612,244.784,49087.00,66090.46958,
1,38056,33.7872546,-84.4055611,244.704,49344.00,66090.46961,
1,38057,33.7872546,-84.4055610,244.623,49601.00,66090.46964,
1,38058,33.7872545,-84.4055607,244.548,49087.00,66090.46967,
1,38059,33.7872544,-84.4055607,244.467,48573.00,66090.46971,
1,38060,33.7872544,-84.4055606,244.386,45232.00,66090.46974,
1,38116,33.7872547,-84.4055620,245.273,49601.00,66090.48269,
1,38117,33.7872546,-84.4055618,245.196,49344.00,66090.48272,
1,38118,33.7872545,-84.4055617,245.117,49601.00,66090.48275,
1,38119,33.7872545,-84.4055617,245.038,48316.00,66090.48279,
1,38120,33.7872545,-84.4055616,244.960,48830.00,66090.48282,
1,38121,33.7872544,-84.4055613,244.883,49087.00,66090.48285,
1,38122,33.7872543,-84.4055613,244.804,49344.00,66090.48289,
1,38123,33.7872543,-84.4055612,244.726,49344.00,66090.48292,
1,38124,33.7872541,-84.4055608,244.654,49087.00,66090.48295,
1,38125,33.7872542,-84.4055610,244.568,48830.00,66090.48298,
1,38126,33.7872540,-84.4055606,244.496,48830.00,66090.48302,
1,38127,33.7872540,-84.4055605,244.417,48573.00,66090.48305,
1,38183,33.7872543,-84.4055620,245.289,48059.00,66090.49600,
1,38184,33.7872543,-84.4055619,245.212,48830.00,66090.49603,
1,38185,33.7872542,-84.4055618,245.135,49087.00,66090.49607,
1,38186,33.7872541,-84.4055616,245.059,49087.00,66090.49610,
1,38187,33.7872541,-84.4055617,244.979,49344.00,66090.49613,
1,38188,33.7872540,-84.4055614,244.905,49087.00,66090.49617,
1,38189,33.7872540,-84.4055614,244.825,49344.00,66090.49620,
1,38190,33.7872539,-84.4055612,244.749,49087.00,66090.49623,
1,38191,33.7872538,-84.4055609,244.676,49344.00,66090.49626,
1,38192,33.7872538,-84.4055609,244.597,49344.00,66090.49630,
1,38193,33.7872537,-84.4055607,244.521,49344.00,66090.49633,
1,38194,33.7872536,-84.4055605,244.446,49087.00,66090.49636,
1,38254,33.7872539,-84.4055619,245.230,49344.00,66090.50935,
1,38255,33.7872538,-84.4055616,245.156,49087.00,66090.50938,
1,38256,33.7872538,-84.4055618,245.076,49344.00,66090.50941,
1,38257,33.7872537,-84.4055615,245.003,49087.00,66090.50945,
1,38258,33.7872536,-84.4055614,244.927,48830.00,66090.50948,
1,38259,33.7872536,-84.4055613,244.852,49087.00,66090.50951,
1,38260,33.7872535,-84.4055611,244.776,49344.00,66090.50954,
1,38261,33.7872534,-84.4055610,244.700,49344.00,66090.50958,
1,38262,33.7872534,-84.4055610,244.623,49344.00,66090.50961,
1,38263,33.7872533,-84.4055607,244.550,49087.00,66090.50964,
1,38264,33.7872532,-84.4055606,244.474,49087.00,66090.50967,
1,38265,33.7872532,-84.4055605,244.397,48830.00,66090.50971,
1,38318,33.7872535,-84.4055619,245.247,49601.00,66090.52266,
1,38319,33.7872534,-84.4055618,245.171,49087.00,66090.52269,
1,38320,33.7872534,-84.4055617,245.097,49344.00,66090.52272,
1,38321,33.7872533,-84.4055616,245.021,49087.00,66090.52276,
1,38322,33.7872533,-84.4055615,244.948,49087.00,66090.52279,
1,38323,33.7872531,-84.4055612,244.877,48573.00,66090.52282,
1,38324,33.7872531,-84.4055612,244.800,48830.00,66090.52285,
1,38325,33.7872531,-84.4055611,244.725,48830.00,66090.52289,
1,38326,33.7872530,-84.4055609,244.650,49087.00,66090.52292,
1,38327,33.7872529,-84.4055607,244.579,49344.00,66090.52295,
1,38328,33.7872528,-84.4055605,244.506,49087.00,66090.52299,
1,38329,33.7872528,-84.4055605,244.427,49344.00,66090.52302,
1,38381,33.7872531,-84.4055618,245.266,49858.00,66090.53597,
1,38382,33.7872530,-84.4055616,245.194,48830.00,66090.53600,
1,38383,33.7872529,-84.4055615,245.121,49087.00,66090.53604,
1,38384,33.7872529,-84.4055616,245.044,49344.00,66090.53607,
1,38385,33.7872529,-84.4055614,244.972,49087.00,66090.53610,
1,38386,33.7872528,-84.4055613,244.899,48830.00,66090.53614,
1,38387,33.7872527,-84.4055611,244.827,49087.00,66090.53617,
1,38388,33.7872527,-84.4055611,244.752,49087.00,66090.53620,
1,38389,33.7872526,-84.4055610,244.678,49344.00,66090.53623,
1,38390,33.7872525,-84.4055607,244.608,49087.00,66090.53627,
1,38391,33.7872525,-84.4055605,244.536,49344.00,66090.53630,
1,38392,33.7872524,-84.4055605,244.461,49087.00,66090.53633,
1,38445,33.7872527,-84.4055618,245.285,48573.00,66090.54928,
1,38446,33.7872526,-84.4055617,245.213,49601.00,66090.54931,
1,38447,33.7872525,-84.4055615,245.142,49344.00,66090.54935,
1,38448,33.7872525,-84.4055615,245.069,49087.00,66090.54938,
1,38449,33.7872525,-84.4055614,244.996,49344.00,66090.54941,
1,38450,33.7872524,-84.4055613,244.923,49344.00,66090.54944,
1,38451,33.7872524,-84.4055612,244.852,49087.00,66090.54948,
1,38452,33.7872523,-84.4055610,244.781,49344.00,66090.54951,
1,38453,33.7872523,-84.4055610,244.707,48830.00,66090.54954,
1,38454,33.7872522,-84.4055608,244.636,49087.00,66090.54957,
1,38455,33.7872521,-84.4055607,244.564,49601.00,66090.54961,
1,38456,33.7872520,-84.4055605,244.493,49087.00,66090.54964,
1,38513,33.7872522,-84.4055617,245.232,49344.00,66090.56262,
1,38514,33.7872522,-84.4055616,245.160,49344.00,66090.56265,
1,38515,33.7872521,-84.4055615,245.089,49087.00,66090.56269,
1,38516,33.7872521,-84.4055614,245.018,48830.00,66090.56272,
1,38517,33.7872520,-84.4055613,244.947,49601.00,66090.56275,
1,38518,33.7872520,-84.4055611,244.877,48830.00,66090.56278,
1,38519,33.7872519,-84.4055611,244.805,49601.00,66090.56282,
1,38520,33.7872519,-84.4055609,244.735,49087.00,66090.56285,
1,38521,33.7872518,-84.4055608,244.666,49601.00,66090.56288,
1,38522,33.7872517,-84.4055606,244.595,49601.00,66090.56291,
1,38523,33.7872517,-84.4055605,244.524,49087.00,66090.56295,
1,38580,33.7872518,-84.4055615,245.181,48830.00,66090.57597,
1,38581,33.7872517,-84.4055614,245.111,49087.00,66090.57600,
1,38582,33.7872517,-84.4055614,245.041,49601.00,66090.57603,
1,38583,33.7872516,-84.4055612,244.973,49344.00,66090.57606,
1,38584,33.7872516,-84.4055611,244.903,49087.00,66090.57610,
1,38585,33.7872515,-84.4055609,244.834,49087.00,66090.57613,
1,38586,33.7872515,-84.4055609,244.763,48830.00,66090.57616,
1,38587,33.7872514,-84.4055607,244.697,48573.00,66090.57620,
1,38588,33.7872513,-84.4055606,244.626,48830.00,66090.57623,
1,38589,33.7872513,-84.4055606,244.553,49601.00,66090.57626,
1,38648,33.7872514,-84.4055615,245.133,49344.00,66090.58931,
1,38649,33.7872513,-84.4055614,245.065,48830.00,66090.58934,
1,38650,33.7872512,-84.4055611,244.999,48830.00,66090.58938,
1,38651,33.7872512,-84.4055611,244.928,48573.00,66090.58941,
1,38652,33.7872511,-84.4055609,244.863,49344.00,66090.58944,
1,38653,33.7872511,-84.4055610,244.790,49087.00,66090.58947,
1,38654,33.7872510,-84.4055608,244.723,49087.00,66090.58951,
1,38655,33.7872510,-84.4055606,244.657,49087.00,66090.58954,
1,38656,33.7872509,-84.4055605,244.587,48573.00,66090.58957,
1,38713,33.7872509,-84.4055613,245.090,48573.00,66090.60265,
1,38714,33.7872509,-84.4055612,245.022,49858.00,66090.60269,
1,38715,33.7872508,-84.4055612,244.953,49344.00,66090.60272,
1,38716,33.7872508,-84.4055610,244.887,48059.00,66090.60275,
1,38717,33.7872507,-84.4055609,244.820,49601.00,66090.60279,
1,38718,33.7872506,-84.4055608,244.754,49087.00,66090.60282,
1,38719,33.7872506,-84.4055606,244.688,49344.00,66090.60285,
1,38720,33.7872505,-84.4055605,244.620,48316.00,66090.60288,
1,38775,33.7872504,-84.4055611,245.048,48316.00,66090.61600,
1,38776,33.7872504,-84.4055611,244.981,49601.00,66090.61603,
1,38777,33.7872504,-84.4055610,244.915,48830.00,66090.61607,
1,38778,33.7872503,-84.4055607,244.852,48316.00,66090.61610,
1,38779,33.7872503,-84.4055608,244.783,48059.00,66090.61613,
1,38780,33.7872502,-84.4055606,244.718,46517.00,66090.61616,
2,40662,33.7872594,-84.4056250,245.123,46517.00,66091.02853,
2,40663,33.7872594,-84.4056249,245.033,48830.00,66091.02856,
2,40664,33.7872593,-84.4056247,244.942,48830.00,66091.02859,
2,40665,33.7872592,-84.4056246,244.849,49344.00,66091.02862,
2,40666,33.7872591,-84.4056245,244.759,49087.00,66091.02866,
2,40720,33.7872590,-84.4056249,245.141,48830.00,66091.04184,
2,40721,33.7872589,-84.4056246,245.053,48830.00,66091.04187,
2,40722,33.7872589,-84.4056249,244.958,49087.00,66091.04191,
2,40723,33.7872588,-84.4056246,244.871,49087.00,66091.04194,
2,40724,33.7872587,-84.4056244,244.781,49344.00,66091.04197,
2,40725,33.7872586,-84.4056243,244.691,48830.00,66091.04200,
2,40783,33.7872585,-84.4056249,245.159,48830.00,66091.05516,
2,40784,33.7872585,-84.4056248,245.070,48830.00,66091.05519,
2,40785,33.7872584,-84.4056247,244.981,49087.00,66091.05523,
2,40786,33.7872583,-84.4056245,244.894,49087.00,66091.05526,
2,40787,33.7872583,-84.4056245,244.802,49087.00,66091.05529,
2,40788,33.7872582,-84.4056244,244.714,48573.00,66091.05532,
2,40789,33.7872581,-84.4056242,244.626,47802.00,66091.05536,
2,40841,33.7872583,-84.4056253,245.262,49087.00,66091.06845,
2,40842,33.7872581,-84.4056250,245.176,48830.00,66091.06848,
2,40843,33.7872580,-84.4056248,245.090,49087.00,66091.06851,
2,40844,33.7872580,-84.4056248,245.002,48573.00,66091.06854,
2,40845,33.7872579,-84.4056247,244.914,49344.00,66091.06858,
2,40846,33.7872579,-84.4056245,244.827,49344.00,66091.06861,
2,40847,33.7872578,-84.4056244,244.740,49087.00,66091.06864,
2,40848,33.7872577,-84.4056243,244.653,48059.00,66091.06868,
2,40849,33.7872576,-84.4056241,244.566,47288.00,66091.06871,
2,40902,33.7872577,-84.4056251,245.281,49344.00,66091.08177,
2,40903,33.7872577,-84.4056250,245.195,48830.00,66091.08180,
2,40904,33.7872577,-84.4056250,245.107,49087.00,66091.08183,
2,40905,33.7872575,-84.4056247,245.023,49087.00,66091.08186,
2,40906,33.7872575,-84.4056248,244.935,48573.00,66091.08190,
2,40907,33.7872574,-84.4056244,244.852,48830.00,66091.08193,
2,40908,33.7872573,-84.4056243,244.767,49087.00,66091.08196,
2,40909,33.7872573,-84.4056243,244.679,48830.00,66091.08199,
2,40910,33.7872572,-84.4056241,244.594,49601.00,66091.08203,
2,40911,33.7872572,-84.4056241,244.506,44975.00,66091.08206,
2,40965,33.7872574,-84.4056253,245.382,45746.00,66091.09505,
2,40966,33.7872573,-84.4056250,245.300,49087.00,66091.09509,
2,40967,33.7872572,-84.4056249,245.215,48830.00,66091.09512,
2,40968,33.7872572,-84.4056249,245.129,49087.00,66091.09515,
2,40969,33.7872571,-84.4056248,245.044,48573.00,66091.09518,
2,40970,33.7872570,-84.4056246,244.960,49087.00,66091.09522,
2,40971,33.7872569,-84.4056244,244.877,49087.00,66091.09525,
2,40972,33.7872569,-84.4056244,244.792,49344.00,66091.09528,
2,40973,33.7872568,-84.4056243,244.707,49087.00,66091.09532,
2,40974,33.7872568,-84.4056242,244.620,48830.00,66091.09535,
2,40975,33.7872568,-84.4056242,244.533,48830.00,66091.09538,
2,41029,33.7872569,-84.4056251,245.317,48573.00,66091.10840,
2,41030,33.7872568,-84.4056249,245.234,49087.00,66091.10844,
2,41031,33.7872568,-84.4056249,245.149,49087.00,66091.10847,
2,41032,33.7872567,-84.4056247,245.067,49087.00,66091.10850,
2,41033,33.7872566,-84.4056247,244.983,48830.00,66091.10854,
2,41034,33.7872565,-84.4056245,244.901,48830.00,66091.10857,
2,41035,33.7872565,-84.4056246,244.814,49087.00,66091.10860,
2,41036,33.7872564,-84.4056243,244.734,49344.00,66091.10863,
2,41037,33.7872562,-84.4056239,244.656,49087.00,66091.10867,
2,41038,33.7872563,-84.4056240,244.567,49344.00,66091.10870,
2,41039,33.7872562,-84.4056241,244.481,46774.00,66091.10873,
2,41095,33.7872563,-84.4056248,245.335,48830.00,66091.12172,
2,41096,33.7872563,-84.4056249,245.251,48573.00,66091.12175,
2,41097,33.7872563,-84.4056247,245.170,48573.00,66091.12179,
2,41098,33.7872562,-84.4056248,245.087,49087.00,66091.12182,
2,41099,33.7872561,-84.4056246,245.005,48573.00,66091.12185,
2,41100,33.7872561,-84.4056245,244.924,48830.00,66091.12189,
2,41101,33.7872560,-84.4056244,244.841,49087.00,66091.12192,
2,41102,33.7872560,-84.4056244,244.757,49087.00,66091.12195,
2,41103,33.7872559,-84.4056243,244.676,48830.00,66091.12198,
2,41104,33.7872559,-84.4056241,244.593,48830.00,66091.12202,
2,41105,33.7872558,-84.4056239,244.513,48830.00,66091.12205,
2,41157,33.7872560,-84.4056250,245.350,49344.00,66091.13504,
2,41158,33.7872559,-84.4056250,245.268,48573.00,66091.13508,
2,41159,33.7872559,-84.4056249,245.187,48830.00,66091.13511,
2,41160,33.7872558,-84.4056247,245.108,49344.00,66091.13514,
2,41161,33.7872557,-84.4056247,245.026,48573.00,66091.13517,
2,41162,33.7872557,-84.4056246,244.945,48316.00,66091.13521,
2,41163,33.7872556,-84.4056245,244.865,49087.00,66091.13524,
2,41164,33.7872556,-84.4056245,244.783,48830.00,66091.13527,
2,41165,33.7872555,-84.4056243,244.704,48830.00,66091.13530,
2,41166,33.7872554,-84.4056241,244.624,48830.00,66091.13534,
2,41167,33.7872554,-84.4056241,244.540,49344.00,66091.13537,
2,41224,33.7872556,-84.4056252,245.365,49344.00,66091.14836,
2,41225,33.7872555,-84.4056250,245.287,48573.00,66091.14840,
2,41226,33.7872554,-84.4056249,245.208,48830.00,66091.14843,
2,41227,33.7872554,-84.4056248,245.128,48573.00,66091.14846,
2,41228,33.7872552,-84.4056246,245.051,48830.00,66091.14850,
2,41229,33.7872552,-84.4056244,244.973,48573.00,66091.14853,
2,41230,33.7872551,-84.4056244,244.892,49087.00,66091.14856,
2,41231,33.7872551,-84.4056243,244.812,49087.00,66091.14859,
2,41232,33.7872550,-84.4056243,244.732,48830.00,66091.14863,
2,41233,33.7872550,-84.4056242,244.651,48573.00,66091.14866,
2,41234,33.7872549,-84.4056241,244.572,48573.00,66091.14869,
2,41235,33.7872549,-84.4056240,244.492,47802.00,66091.14872,
2,41292,33.7872551,-84.4056250,245.383,48573.00,66091.16169,
2,41293,33.7872550,-84.4056250,245.303,48830.00,66091.16172,
2,41294,33.7872550,-84.4056250,245.225,49087.00,66091.16175,
2,41295,33.7872549,-84.4056248,245.149,46774.00,66091.16179,
2,41296,33.7872548,-84.4056246,245.071,48830.00,66091.16182,
2,41297,33.7872548,-84.4056246,244.993,48573.00,66091.16185,
2,41298,33.7872547,-84.4056245,244.915,48830.00,66091.16189,
2,41299,33.7872547,-84.4056245,244.834,48830.00,66091.16192,
2,41300,33.7872546,-84.4056243,244.759,48830.00,66091.16195,
2,41301,33.7872546,-84.4056243,244.678,48316.00,66091.16198,
2,41302,33.7872545,-84.4056240,244.604,48830.00,66091.16202,
2,41303,33.7872545,-84.4056241,244.522,49601.00,66091.16205,
2,41355,33.7872545,-84.4056248,245.403,47802.00,66091.17501,
2,41356,33.7872545,-84.4056248,245.325,49087.00,66091.17505,
2,41357,33.7872545,-84.4056249,245.246,48830.00,66091.17508,
2,41358,33.7872544,-84.4056247,245.170,48573.00,66091.17511,
2,41359,33.7872544,-84.4056247,245.092,48573.00,66091.17515,
2,41360,33.7872543,-84.4056246,245.017,49087.00,66091.17518,
2,41361,33.7872542,-84.4056242,244.945,48830.00,66091.17521,
2,41362,33.7872542,-84.4056244,244.863,49087.00,66091.17524,
2,41363,33.7872541,-84.4056241,244.790,48573.00,66091.17528,
2,41364,33.7872541,-84.4056241,244.711,49087.00,66091.17531,
2,41365,33.7872540,-84.4056241,244.632,48830.00,66091.17534,
2,41366,33.7872540,-84.4056241,244.554,49087.00,66091.17537,
2,41420,33.7872541,-84.4056249,245.343,48830.00,66091.18837,
2,41421,33.7872540,-84.4056247,245.193,48316.00,66091.18843,
2,41422,33.7872539,-84.4056247,245.117,48573.00,66091.18847,
2,41423,33.7872539,-84.4056246,245.042,49601.00,66091.18850,
2,41424,33.7872538,-84.4056245,244.966,49344.00,66091.18853,
2,41425,33.7872537,-84.4056243,244.892,48830.00,66091.18857,
2,41426,33.7872538,-84.4056244,244.813,48830.00,66091.18860,
2,41427,33.7872536,-84.4056241,244.743,48573.00,66091.18863,
2,41428,33.7872536,-84.4056241,244.665,48830.00,66091.18866,
2,41429,33.7872535,-84.4056240,244.589,48573.00,66091.18870,
2,41430,33.7872534,-84.4056238,244.517,47545.00,66091.18873,
2,41483,33.7872536,-84.4056249,245.362,47545.00,66091.20169,
2,41484,33.7872536,-84.4056248,245.288,48573.00,66091.20172,
2,41485,33.7872535,-84.4056248,245.214,49087.00,66091.20175,
2,41486,33.7872535,-84.4056248,245.139,48573.00,66091.20179,
2,41487,33.7872534,-84.4056245,245.068,49087.00,66091.20182,
2,41488,33.7872534,-84.4056245,244.993,48059.00,66091.20185,
2,41489,33.7872533,-84.4056243,244.920,48830.00,66091.20188,
2,41490,33.7872533,-84.4056244,244.842,49344.00,66091.20192,
2,41491,33.7872532,-84.4056241,244.772,48830.00,66091.20195,
2,41492,33.7872532,-84.4056242,244.695,48573.00,66091.20198,
2,41493,33.7872531,-84.4056241,244.621,48573.00,66091.20201,
2,41494,33.7872531,-84.4056240,244.546,46260.00,66091.20205,
2,41549,33.7872531,-84.4056248,245.310,48059.00,66091.21504,
2,41550,33.7872531,-84.4056247,245.238,47802.00,66091.21508,
2,41551,33.7872530,-84.4056246,245.166,48059.00,66091.21511,
2,41552,33.7872529,-84.4056244,245.095,48059.00,66091.21514,
2,41553,33.7872529,-84.4056243,245.023,49087.00,66091.21518,
2,41554,33.7872529,-84.4056245,244.946,49344.00,66091.21521,
2,41555,33.7872528,-84.4056241,244.878,48830.00,66091.21524,
2,41556,33.7872528,-84.4056242,244.802,48573.00,66091.21527,
2,41557,33.7872527,-84.4056240,244.731,48316.00,66091.21531,
2,41558,33.7872526,-84.4056240,244.657,48830.00,66091.21534,
2,41616,33.7872526,-84.4056247,245.262,47288.00,66091.22840,
2,41617,33.7872526,-84.4056246,245.192,49344.00,66091.22843,
2,41618,33.7872526,-84.4056246,245.118,48573.00,66091.22846,
